date,open,high,low,close,volume,pct,ma5,ma10,ma20,ma60,ma120,ma250
1998-12-02,1233.162,1236.969,1222.645,1236.969,342389000,0.21152696381439018,1243.3286,1258.4175,1269.42155,1240.3930666666668,1256.63345,1257.0869200000002
1998-12-03,1238.292,1239.263,1229.853,1232.506,376711600,-0.36080128119621024,1239.2662,1254.1073999999999,1268.3831,1241.474883333333,1255.6661,1257.5268800000001
1998-12-04,1232.433,1234.632,1213.555,1219.196,370042000,-1.0799136069114645,1234.0892,1248.4895999999999,1266.35465,1241.9501000000002,1254.5848833333332,1257.845152
1998-12-07,1234.759,1237.691,1207.758,1209.541,334439200,-0.7919153278061919,1226.514,1242.0652,1262.6756500000001,1241.881216666667,1253.2420166666666,1258.150968
1998-12-08,1209.835,1223.338,1209.811,1223.258,297779700,1.1340665591327737,1224.2939999999999,1236.4994000000002,1259.5106,1241.9687666666666,1251.8285166666667,1258.523332
1998-12-09,1224.357,1225.989,1219.013,1224.087,256750300,0.06776984086758198,1221.7176,1232.5230999999999,1256.405,1241.7101333333335,1250.3679416666666,1258.929496
1998-12-10,1224.149,1224.925,1203.065,1204.635,351307700,-1.589102735344794,1216.1434000000002,1227.7048,1252.4873499999999,1241.2852833333334,1248.7569333333333,1259.204544
1998-12-11,1201.846,1214.243,1194.067,1214.21,318344300,0.7948465717831477,1215.1462000000001,1224.6177,1249.0724500000001,1240.6531499999999,1247.1941666666667,1259.516568
1998-12-14,1214.603,1214.671,1194.656,1196.296,282568800,-1.4753625814315496,1212.4972000000002,1219.5056,1244.2001,1240.0297,1245.6463333333334,1259.744296
1998-12-15,1193.638,1194.89,1173.921,1194.844,330883800,-0.12137464306493095,1206.8144,1215.5542,1239.41255,1239.8270833333333,1244.05655,1259.9309879999998
1998-12-16,1194.942,1195.549,1180.864,1183.062,239998400,-0.9860701480695511,1198.6094,1210.1635,1234.2905,1239.1717999999998,1242.5701333333334,1260.031868
1998-12-17,1180.166,1180.166,1158.507,1160.09,344884400,-1.9417410076564057,1189.7004,1202.9219,1228.51465,1238.1294000000003,1241.0775333333333,1260.0355519999998
1998-12-18,1155.751,1167.636,1150.721,1155.92,285990900,-0.3594548698807709,1178.0423999999998,1196.5943000000002,1222.54195,1236.8970333333334,1239.7398583333334,1260.043872
1998-12-21,1153.663,1163.239,1150.386,1154.428,233872600,-0.12907467644819315,1169.6688,1191.083,1216.5741,1236.1531499999999,1238.2630083333336,1259.98948
1998-12-22,1155.63,1185.979,1155.622,1185.966,352038800,2.7319157192999377,1167.8932,1187.3538,1211.9266,1235.5596166666667,1237.0200166666666,1260.034136
1998-12-23,1186.979,1187.914,1170.157,1172.512,291759100,-1.1344338707855006,1165.7832,1182.1963,1207.3597,1234.597966666667,1235.8302583333332,1260.138096
1998-12-24,1171.708,1171.708,1161.849,1168.981,265489600,-0.30114830381265945,1167.5614,1178.6308999999999,1203.1678499999998,1233.551866666667,1234.5351,1260.1973560000001
1998-12-25,1169.602,1178.917,1169.54,1173.913,297707400,0.42190591634936325,1171.16,1174.6012,1199.60945,1232.4021500000001,1233.1595083333334,1260.249936
1998-12-28,1175.63,1179.003,1157.698,1159.937,336609600,-1.1905481922425354,1172.2617999999998,1170.9653,1195.23545,1231.1547833333332,1231.6320500000002,1260.213656
1998-12-29,1157.477,1157.567,1139.986,1142.729,316623600,-1.4835288468252883,1163.6144,1165.7538,1190.654,1229.9093166666669,1229.8163,1260.099556
1998-12-30,1141.885,1151.719,1125.559,1148.264,371030100,0.4843668096285114,1158.7648000000002,1162.274,1186.21875,1228.8173,1228.061725,1260.013956
1998-12-31,1149.832,1153.15,1140.356,1146.7,231784300,-0.13620561125314845,1154.3086,1160.935,1181.9284499999999,1227.4504666666664,1226.479575,1259.8756440000002
1999-01-04,1144.888,1144.889,1124.213,1125.819,233951700,-1.8209645068457347,1144.6897999999999,1157.9249,1177.2595999999999,1225.5985833333332,1224.7325166666667,1259.611244
1999-01-05,1123.696,1123.696,1104.501,1119.965,289192000,-0.5199770122906067,1136.6954,1154.4786,1172.7808,1223.4788999999998,1223.0186166666667,1259.3446800000002
1999-01-06,1120.668,1137.208,1120.402,1132.59,325549100,1.127267369962448,1134.6676,1149.1409999999998,1168.2474,1221.6209333333331,1221.5009083333332,1259.1504679999998
1999-01-07,1133.165,1140.482,1125.669,1137.729,371507500,0.45373877572645327,1132.5606,1145.6627,1163.9295,1219.9065,1220.2563750000002,1258.9249759999998
1999-01-08,1138.768,1168.838,1138.768,1168.814,443624000,2.7321972104077608,1136.9833999999998,1145.6460000000002,1162.13845,1218.4731666666667,1219.0547416666666,1258.71834
1999-01-11,1169.913,1174.427,1158.544,1172.813,396265800,0.34214169234796366,1146.3822,1145.536,1160.0686,1217.1613,1218.00195,1258.4751119999999
1999-01-12,1171.743,1171.865,1158.296,1158.868,462492100,-1.1890216087304784,1154.1628,1145.4290999999998,1158.1972,1215.7051666666666,1216.6902583333333,1258.134304
1999-01-13,1153.294,1159.94,1144.448,1148.154,446164100,-0.9245228964817387,1157.2756,1145.9716,1155.8627000000001,1214.11365,1215.2013666666667,1257.778264
1999-01-14,1145.898,1153.098,1142.352,1148.655,323041200,0.04363526147188601,1159.4608,1146.0107,1154.1423499999999,1213.1274833333334,1213.7576666666666,1257.4132799999998
1999-01-15,1149.782,1150.675,1136.304,1137.309,385468200,-0.9877639500111002,1153.1598,1145.0716,1153.0032999999999,1211.8144,1212.2523583333334,1257.054652
1999-01-18,1135.085,1153.418,1126.706,1153.119,447709700,1.3901235284342173,1149.221,1147.8016,1152.8632499999999,1210.7425666666668,1210.92885,1256.99654
1999-01-19,1154.16,1160.264,1149.37,1158.551,444296600,0.47107020177450387,1149.1576,1151.6601999999998,1153.0693999999999,1209.9139833333331,1209.6225916666667,1256.8218840000002
1999-01-20,1159.025,1162.975,1148.806,1151.374,406370500,-0.6194807134083824,1149.8016,1153.5386,1151.3398,1208.82375,1208.24305,1256.565656
1999-01-21,1150.302,1158.51,1145.297,1158.499,447494500,0.6188258550219095,1151.7703999999999,1155.6155999999999,1150.6391500000002,1207.699916666667,1207.0463583333333,1256.343804
1999-01-22,1159.917,1168.182,1157.148,1162.35,553657600,0.3324128894371059,1156.7786,1154.9692,1150.3076,1206.7930833333332,1205.9538,1256.1406880000002
1999-01-25,1161.98,1162.438,1146.973,1148.123,791312700,-1.2239858906525458,1155.7794,1152.5002,1149.0181,1205.6398666666669,1204.6261583333333,1255.91832
1999-01-26,1145.067,1146.123,1132.955,1138.21,620329300,-0.8634092340280675,1151.7112000000002,1150.4344,1147.93175,1204.2187333333336,1203.3265583333334,1255.670348
1999-01-27,1137.692,1146.5,1134.132,1146.493,757097900,0.7277215979476503,1150.7350000000001,1150.2683000000002,1148.11995,1202.7124166666665,1202.288425,1255.4386000000002
1999-01-28,1147.866,1150.579,1137.121,1140.975,625434500,-0.4812938238611175,1147.2302,1149.5003,1147.7555,1201.1319333333333,1201.5083750000001,1255.110848
1999-01-29,1139.835,1140.125,1130.332,1134.673,515158500,-0.5523346260873252,1141.6948,1149.2367,1147.1541499999998,1199.1552333333334,1200.90005,1254.65738
1999-02-01,1131.651,1131.66,1118.548,1120.531,508415200,-1.2463502700778117,1136.1764,1145.9778999999999,1146.88975,1196.8346666666666,1200.316525,1254.1934519999998
1999-02-02,1119.779,1126.408,1114.79,1126.404,398997300,0.5241265078788526,1133.8152,1142.7631999999999,1147.2117,1194.2227166666667,1199.6683916666666,1253.6981160000003
1999-02-03,1126.842,1127.273,1115.131,1116.865,371484100,-0.846854237023309,1127.8896,1139.3123,1146.42545,1191.3944833333333,1199.24205,1253.180396
1999-02-04,1114.647,1114.689,1102.49,1103.497,389106200,-1.1969217407654442,1120.3939999999998,1133.8121,1144.71385,1188.3494500000002,1199.5177749999998,1252.61074
1999-02-05,1101.478,1101.478,1079.218,1081.442,408518000,-1.998646122282166,1109.7477999999999,1125.7213,1140.3452499999999,1184.99035,1199.6022916666666,1251.991564
1999-02-08,1076.816,1082.456,1064.174,1065.816,352380800,-1.4449226125857861,1098.8048,1117.4906,1134.9954,1181.3788166666668,1199.1000833333333,1251.300828
1999-02-09,1065.907,1090.169,1065.907,1090.087,327566200,2.2772223348120013,1091.5414,1112.6783,1131.5563499999998,1177.9845500000001,1198.601583333333,1250.7418519999999
1999-03-01,1092.145,1098.36,1084.156,1097.975,288540700,0.723611968585991,1087.7634000000003,1107.8265000000001,1129.0474,1174.7742166666665,1197.9378499999998,1250.203416
1999-03-02,1098.294,1103.25,1090.044,1100.919,404006400,0.268129966529318,1087.2478,1103.8209000000002,1126.6606,1171.6978166666668,1197.2908916666665,1249.703012
1999-03-03,1101.132,1128.779,1101.066,1128.736,559034400,2.526707232775527,1096.7066,1103.2272,1126.2319499999999,1169.2499666666665,1196.871475,1249.383544
1999-03-04,1130.343,1133.728,1120.706,1128.954,495140000,0.019313639327522836,1109.3342,1104.0695,1125.0237000000002,1166.8096333333335,1196.6103583333331,1249.066488
1999-03-05,1128.618,1137.959,1124.086,1132.357,520194300,0.3014294647966098,1117.7882,1104.6648,1123.7140000000002,1164.4524999999999,1196.5032,1248.817224
1999-03-08,1133.508,1142.148,1128.386,1142.107,563170200,0.861035874728544,1126.6146,1107.189,1123.2506500000002,1162.17235,1196.6064083333333,1248.558956
1999-03-09,1143.102,1145.708,1135.374,1136.941,590019900,-0.4523218927823702,1133.819,1110.5333999999998,1122.1727500000002,1160.0572,1196.495725,1248.2806
1999-03-10,1136.022,1136.08,1127.17,1132.736,532639000,-0.36985208555236904,1134.6190000000001,1115.6628,1120.69205,1158.055833333333,1196.40915,1248.0583199999999
1999-03-11,1133.287,1153.843,1133.153,1149.925,694161000,1.51747626984573,1138.8132,1124.0737,1120.78215,1156.4699,1196.517775,1247.850864
1999-03-12,1151.99,1158.712,1148.665,1158.702,706443700,0.7632671695980253,1144.0822,1130.9352000000001,1121.8067500000002,1154.9913166666668,1196.61365,1247.6326600000002
1999-03-15,1161.494,1169.699,1159.145,1164.639,729591100,0.5123836845021268,1148.5886,1137.6016,1122.71405,1153.8293333333334,1196.6229166666667,1247.4610519999999
1999-03-16,1164.791,1166.965,1155.935,1166.93,659863700,0.19671331631518907,1154.5864000000001,1144.2027,1124.0118,1152.6620166666667,1196.5275416666666,1247.302964
1999-03-17,1167.719,1173.041,1158.588,1159.096,754877500,-0.6713341845697718,1159.8583999999998,1147.2387,1125.23295,1151.4385166666666,1196.4567,1247.1360120000002
1999-03-18,1155.271,1160.679,1147.569,1151.991,592744900,-0.612977699862649,1160.2716,1149.5423999999998,1126.80595,1150.3184333333334,1196.1342666666667,1246.944648
1999-03-19,1150.609,1172.933,1150.34,1172.933,716593100,1.8178961467580912,1163.1178,1153.6,1129.1324,1149.7082999999998,1195.7947583333334,1246.876232
1999-03-22,1175.675,1179.65,1168.336,1172.743,769528500,-0.016198708707149123,1164.7386000000001,1156.6635999999999,1131.9263,1148.8663833333333,1195.417575,1246.851324
1999-03-23,1172.977,1174.476,1163.28,1170.949,878444000,-0.15297469266496444,1165.5423999999998,1160.0644,1135.2989,1147.98075,1194.8454416666666,1246.7952759999998
1999-03-24,1171.302,1177.341,1167.104,1169.034,613294700,-0.16354256248564125,1167.5300000000002,1163.6942,1139.6785,1147.3874,1194.3363416666666,1246.7174840000002
1999-03-25,1167.864,1167.875,1155.013,1156.854,513376200,-1.0418858647396112,1168.5026000000003,1164.3871000000001,1144.2304,1146.4314666666664,1193.5423083333333,1246.53356
1999-03-26,1155.348,1162.416,1154.936,1161.12,515196400,0.368758719769291,1166.14,1164.6289,1147.7820500000003,1145.8452,1192.93745,1246.4024040000002
1999-03-29,1160.576,1169.503,1158.087,1169.489,551824200,0.7207696017638154,1165.4892,1165.1138999999998,1151.35775,1145.4226166666665,1192.62485,1246.3255
1999-03-30,1171.127,1173.66,1156.045,1157.507,514719200,-1.0245500385210993,1162.8008000000002,1164.1716000000001,1154.1871500000002,1144.9967000000001,1192.08425,1246.205524
1999-03-31,1156.37,1159.533,1150.82,1158.054,484239000,0.04725673365257865,1160.6047999999998,1164.0674000000001,1155.6530500000001,1144.9627666666665,1191.5460833333334,1246.118264
1999-04-01,1158.681,1168.528,1158.442,1168.504,620212400,0.902375882299089,1162.9348000000002,1165.7187,1157.6305499999999,1145.1725,1191.0347666666667,1246.016212
1999-04-02,1170.76,1184.433,1170.307,1184.402,766553200,1.3605430533400131,1167.5912,1166.8655999999999,1160.2328,1145.6720666666665,1190.9126083333333,1245.987608
1999-04-05,1188.931,1194.514,1187.059,1194.469,807176900,0.8499647923593479,1172.5872,1169.0382000000002,1162.8509,1145.8137833333333,1190.6867,1246.010024
1999-04-06,1195.948,1199.842,1191.582,1199.6,670936100,0.4295632620017642,1181.0058000000001,1171.9033,1165.98385,1146.26525,1190.4316083333333,1245.9141639999998
1999-04-07,1200.224,1202.32,1193.727,1201.634,814167500,0.16955651883963085,1189.7218,1175.1633000000002,1169.42875,1146.8094666666666,1190.1806666666666,1245.72296
1999-04-08,1203.02,1205.411,1192.462,1202.469,817610600,0.06948871286931446,1196.5148,1179.7248,1172.05595,1147.2854,1189.843775,1245.5607719999998
1999-04-09,1203.442,1210.1,1196.744,1205.139,980901100,0.2220431462266248,1200.6622000000002,1184.1267,1174.3778,1148.0387666666668,1189.5967750000002,1245.361468
1999-04-12,1205.319,1205.677,1193.657,1195.337,1020296100,-0.8133501612677008,1200.8358,1186.7115,1175.9127,1148.9155666666666,1189.4124416666668,1245.066756
1999-04-13,1192.149,1193.325,1174.135,1178.192,734821400,-1.4343235422311862,1196.5542,1188.78,1176.4758,1149.4143666666666,1189.1158333333333,1244.6351879999997
1999-04-14,1176.771,1184.176,1174.268,1181.517,532570400,0.28221206730312254,1192.5308,1191.1263,1177.5968500000001,1149.99465,1188.7225583333336,1244.135744
1999-04-15,1182.204,1185.593,1168.592,1170.616,737036900,-0.9226274357457487,1186.1601999999998,1191.3375,1178.5281,1150.7412666666667,1188.169925,1243.605648
1999-04-16,1168.908,1175.034,1162.31,1166.237,724113800,-0.3740765545661384,1178.3798,1189.5210000000002,1178.1933,1151.5124666666668,1187.4956833333333,1242.9794239999999
1999-04-19,1164.616,1166.04,1156.607,1159.473,767199000,-0.5799850287720343,1171.2069999999999,1186.0214,1177.5298,1151.9605166666668,1186.7907249999998,1242.428416
1999-04-20,1160.052,1171.603,1159.564,1171.603,1069139900,1.0461649387264904,1169.8892,1183.2217,1177.5625,1152.5250833333334,1186.2157916666665,1241.8687719999998
1999-04-21,1171.948,1173.525,1143.045,1144.065,952069000,-2.350454889582909,1162.3988000000002,1177.4648,1176.31405,1152.1126000000002,1185.292883333333,1241.1700399999997
1999-04-22,1137.91,1140.899,1110.646,1137.162,908942800,-0.6033748082495349,1155.708,1170.9341,1175.32945,1151.5184166666668,1184.3398583333333,1240.463804
1999-04-23,1137.608,1144.778,1135.607,1139.997,675682200,0.24930484838572298,1150.4599999999998,1164.4199,1174.2733,1151.2039000000002,1183.4545333333333,1239.7249640000002
1999-04-26,1139.647,1140.17,1111.995,1112.791,604176300,-2.3864975083267903,1141.1236,1156.1653000000001,1171.4384,1150.6145166666668,1182.3640833333334,1238.911144
1999-04-27,1108.911,1108.911,1089.759,1091.695,562483500,-1.8957737796225893,1125.1419999999998,1147.5156000000002,1168.1478,1149.6651833333333,1181.3963333333334,1238.0854960000001
1999-04-28,1090.873,1112.29,1087.794,1091.089,473206600,-0.05551000966387276,1114.5468,1138.4728,1164.79955,1148.8948500000001,1180.354625,1237.265832
1999-04-29,1091.057,1116.418,1090.564,1116.405,504636200,2.3202506853244875,1110.3953999999999,1133.0517,1162.1946000000003,1148.28295,1179.5127583333333,1236.5105600000002
1999-04-30,1116.107,1122.222,1114.178,1120.927,419609700,0.40505013861455996,1106.5813999999998,1128.5206999999998,1159.02085,1147.6558833333333,1178.7849333333334,1235.6655399999997
1999-05-04,1120.908,1121.91,1108.893,1111.757,408896600,-0.8180728985919594,1106.3745999999999,1123.7491,1154.8852499999998,1146.9955999999997,1177.9096749999999,1234.814332
1999-05-05,1110.937,1116.964,1105.346,1116.932,437463300,0.4654794168150067,1111.422,1118.282,1150.75185,1146.3028166666666,1177.0013666666666,1234.021392
1999-05-06,1116.855,1128.901,1116.639,1128.224,639098200,1.0109836588082288,1118.8490000000002,1116.6979,1147.08135,1145.73405,1176.263566666667,1233.2927759999998
1999-05-07,1129.532,1131.493,1117.936,1120.738,583332700,-0.6635207192897785,1119.7156,1115.0555,1142.9948,1145.2776333333334,1175.45875,1232.4437679999999
1999-05-10,1107.365,1107.365,1065.18,1071.927,688193300,-4.355255197914243,1109.9155999999998,1108.2485000000001,1136.3341999999998,1144.1729166666667,1174.1958249999998,1231.40148
1999-05-11,1072.044,1095.406,1072.044,1095.402,434819100,2.1899812207361258,1106.6446,1106.5095999999999,1131.33745,1143.3214,1173.0169083333333,1230.409296
1999-05-12,1096.737,1104.809,1092.785,1099.996,396164700,0.41938941137591446,1103.2574,1107.3397,1127.42765,1142.6384166666664,1171.8851750000001,1229.3975759999998
1999-05-13,1100.857,1101.356,1086.458,1088.863,366073200,-1.0120945894348754,1095.3852,1107.1171,1122.79495,1141.8749166666669,1170.5150749999998,1228.342948
1999-05-14,1087.942,1088.002,1060.502,1063.277,485905600,-2.3497905613470205,1083.893,1101.8043000000002,1117.428,1140.9206833333333,1168.877675,1227.202408
1999-05-17,1057.485,1072.166,1047.833,1065.557,375362500,0.21443142285593186,1082.6190000000001,1096.2673,1112.394,1139.9065666666668,1167.0646416666666,1226.1531439999999
1999-05-18,1066.519,1075.652,1058.386,1059.874,400459200,-0.533336086197167,1075.5134000000003,1091.079,1107.4140499999999,1138.9567166666668,1165.1756,1224.96226
1999-05-19,1058.7,1109.116,1057.72,1109.089,598795200,4.643476488714682,1077.3319999999999,1090.2947,1104.28835,1139.0499166666666,1163.6996833333333,1223.980192
1999-05-20,1114.659,1147.727,1113.318,1147.707,1067059200,3.4819568132043566,1089.1008000000002,1092.243,1104.47045,1140.1543333333334,1162.5723416666667,1223.172424
1999-05-21,1154.806,1170.141,1152.261,1168.72,1570595700,1.8308679828562546,1110.1894,1097.0412000000001,1106.04835,1141.8693999999998,1161.6241083333334,1222.3702560000002
1999-05-24,1173.132,1215.216,1164.895,1213.654,2074116000,3.8447190088301664,1139.8088,1111.2139,1109.7312000000002,1143.92885,1160.9566999999997,1221.7563639999998
1999-05-25,1223.129,1244.84,1198.067,1202.885,2873759400,-0.8873204389389433,1168.411,1121.9622,1114.2359000000001,1145.6773500000002,1160.225783333333,1221.0955559999998
1999-05-26,1199.225,1236.142,1195.843,1236.046,1620577800,2.7567888867181756,1193.8024,1135.5672,1121.45345,1147.9294666666667,1159.8136416666666,1220.5670080000002
1999-05-27,1247.322,1283.027,1247.322,1283.02,2257634800,3.800344000142375,1220.8650000000002,1154.9829,1131.05,1150.5008666666668,1159.8754166666665,1220.24992
1999-05-28,1291.96,1294.641,1260.712,1277.15,3196835800,-0.4575143021932515,1242.551,1176.3701999999998,1139.08725,1152.9707999999998,1159.8902166666667,1219.9287960000001
1999-05-31,1287.075,1303.48,1253.251,1279.326,2347326100,0.1703793602944037,1255.6853999999998,1197.7471,1147.0072,1155.4202833333334,1159.9363916666666,1219.579476
1999-06-01,1283.3,1311.601,1276.116,1311.594,1722944900,2.522265630496068,1277.4271999999999,1222.9191,1156.99905,1158.2450666666666,1160.208708333333,1219.322584
1999-06-02,1319.832,1330.278,1287.011,1287.931,2223250200,-1.804140610585292,1287.8042,1240.8033,1165.549,1160.7615666666668,1160.4093833333334,1218.916844
1999-06-03,1280.477,1286.913,1259.008,1268.324,1666148000,-1.5223641639187213,1284.865,1252.8650000000002,1172.554,1163.0213666666668,1160.5386,1218.428476
1999-06-04,1271.168,1288.003,1271.163,1285.579,1368480400,1.3604567917976595,1286.5508000000002,1264.5509,1180.7960500000002,1165.2822666666666,1160.8760833333333,1217.972624
1999-06-07,1287.462,1326.611,1285.15,1326.518,1566229000,3.184479522456418,1295.9892,1275.8373000000001,1193.5256000000002,1168.0792,1161.5352583333333,1217.6871159999998
1999-06-08,1336.03,1341.643,1319.497,1333.644,1619835000,0.5371958767238727,1300.3992,1288.9132000000002,1205.4377,1170.8959499999999,1162.3626416666668,1217.376868
1999-06-09,1334.849,1350.137,1323.986,1348.606,1563229200,1.1218885999562112,1312.5342,1300.1692,1217.8682000000001,1173.9238833333332,1163.29295,1217.1089920000002
1999-06-10,1371.003,1382.074,1353.564,1364.345,2487743000,1.1670569462096436,1331.7384,1308.3017,1231.6423,1177.3447,1164.3916083333336,1216.914052
1999-06-11,1364.275,1376.775,1359.277,1370.39,1884119000,0.4430697514191895,1348.7006,1317.6257,1246.9979500000002,1180.9846833333331,1165.6515583333335,1216.715612
1999-06-14,1382.532,1427.768,1382.532,1427.707,2526166200,4.182531979947313,1368.9384000000002,1332.4638,1265.10545,1185.2309166666669,1167.4696083333333,1216.8012279999998
1999-06-15,1453.33,1477.142,1366.654,1387.592,3748467900,-2.8097501798338143,1379.728,1340.0636,1281.49135,1188.8117333333332,1168.8390583333335,1216.71714
1999-06-16,1402.345,1460.168,1402.304,1460.168,2520722400,5.230355897122485,1402.0403999999999,1357.2873,1299.0453000000002,1193.63205,1170.8064000000002,1216.942892
1999-06-17,1483.064,1501.016,1450.204,1501.007,3648613800,2.7968699492113336,1429.3728,1380.5556000000001,1316.7103,1199.1649333333332,1173.2761666666668,1217.4683200000002
1999-06-18,1511.881,1516.127,1480.981,1498.915,3611750500,-0.13937310085829768,1455.0778,1401.8892,1333.2200500000001,1204.86595,1175.6487083333334,1217.990792
1999-06-21,1506.826,1546.611,1503.401,1546.408,3069874900,3.168491875790158,1478.818,1423.8781999999999,1349.85775,1211.2874166666666,1178.5663083333336,1218.785716
1999-06-22,1551.875,1564.448,1524.495,1564.444,3170865800,1.166315745909241,1514.1884,1446.9581999999998,1367.9357,1217.8700000000001,1181.6463083333333,1219.5099400000001
1999-06-23,1571.27,1606.5,1566.629,1606.5,3026881700,2.6882394000680154,1543.4548,1472.7476,1386.4584,1225.3532166666666,1185.1749583333333,1220.474576
1999-06-24,1615.63,1654.55,1611.985,1654.11,3762046600,2.9635854341736545,1574.0754,1501.7241,1405.0129000000002,1233.6208166666668,1189.2917916666665,1221.696664
1999-06-25,1665.985,1705.21,1591.079,1593.859,5781329300,-3.642502614699139,1593.0642,1524.071,1420.84835,1240.7100666666668,1192.9412833333336,1222.676332
1999-06-28,1606.283,1693.161,1606.282,1693.16,4138804100,6.230224881874746,1622.4146,1550.6163000000001,1441.54005,1249.1893666666667,1197.4307166666665,1223.9662319999998
1999-06-29,1722.739,1742.147,1691.342,1739.205,4010595600,2.7194712844621716,1657.3667999999998,1585.7776,1462.9206,1258.2683000000002,1202.0410416666668,1225.35154
1999-06-30,1755.561,1756.184,1666.01,1689.428,4885793200,-2.862054789400892,1673.9524000000001,1608.7036,1482.99545,1266.4321000000002,1206.348675,1226.511828
1999-07-01,1678.838,1678.838,1540.034,1560.787,3126123000,-7.614470696590803,1655.2878,1614.6816,1497.6186,1272.4179833333333,1209.613725,1227.163152
1999-07-02,1570.564,1620.544,1532.444,1613.533,3438451400,3.379448957481057,1659.2225999999998,1626.1434,1514.0163,1279.2690499999999,1213.277225,1228.010316
1999-07-05,1627.246,1630.382,1573.734,1581.819,2420693200,-1.965500550654986,1636.9544,1629.6845,1526.78135,1285.5470500000001,1216.7929083333331,1228.8094479999997
1999-07-06,1568.83,1580.232,1504.366,1517.253,1796851500,-4.0817565094362855,1592.5639999999999,1624.9654,1535.9617999999998,1290.9123166666666,1219.9139416666667,1229.3359879999998
1999-07-07,1515.161,1568.673,1507.546,1568.652,1572137700,3.387635417428747,1568.4088,1621.1806,1546.9641,1297.4199833333334,1223.417175,1230.164868
1999-07-08,1579.143,1591.131,1560.431,1577.987,1439775300,0.5950969367329417,1571.8488,1613.5683000000001,1557.6462000000001,1304.0278166666665,1227.0112333333334,1231.120008
1999-07-09,1577.791,1594.578,1563.163,1584.75,1343695700,0.42858401241581134,1566.0921999999998,1612.6574,1568.3642,1310.93005,1230.8356583333334,1232.1932440000003
1999-07-12,1588.38,1589.902,1545.563,1559.732,1408962800,-1.57867171478151,1561.6748,1599.3146000000002,1574.9654500000001,1317.4883,1234.5003833333333,1233.105572
1999-07-13,1547.344,1547.344,1511.431,1524.821,1240941800,-2.238269138544313,1563.1884,1577.8762000000002,1581.8269,1323.5774333333331,1237.768975,1233.8643559999998
1999-07-14,1526.977,1559.663,1526.22,1559.52,1120753200,2.2756113668424005,1561.362,1564.8854,1586.7945000000002,1330.0427166666666,1241.2839,1234.841304
1999-07-15,1565.04,1567.829,1545.07,1549.336,1597420100,-0.6530214424951275,1555.6317999999999,1563.7403,1589.2109500000001,1336.7972333333332,1244.4549166666666,1235.7410479999999
1999-07-16,1547.46,1547.606,1512.784,1519.741,1493488700,-1.9101731322321291,1542.6299999999999,1554.3611,1590.25225,1343.17355,1247.3459833333334,1236.464076
1999-07-19,1500.449,1509.994,1473.234,1479.076,1235493500,-2.675784887030086,1526.4988,1544.0868,1586.88565,1348.8248666666666,1250.0143833333334,1237.007452
1999-07-20,1476.027,1574.749,1471.509,1574.603,1731110500,6.458559262674801,1536.4551999999999,1549.8218000000002,1587.3935999999999,1356.5217333333335,1253.5681250000002,1237.863388
1999-07-21,1586.885,1626.952,1573.7,1609.811,2792592100,2.2359921834265384,1546.5134,1553.9377,1587.55915,1365.157,1257.4110916666666,1238.86738
1999-07-22,1606.856,1606.856,1548.495,1550.73,1784447700,-3.670058162107226,1546.7921999999999,1551.212,1582.39015,1372.8176833333334,1260.8562666666667,1239.7240680000002
1999-07-23,1552.245,1597.184,1552.237,1585.98,1330113400,2.273122980789699,1560.04,1551.3349999999998,1581.9962,1380.6439333333333,1264.4634416666668,1240.726124
1999-07-26,1592.414,1607.072,1587.377,1602.031,1245123200,1.012055637523801,1584.6309999999999,1555.5648999999999,1577.43975,1388.6623333333334,1268.1591083333333,1241.831716
1999-07-27,1605.372,1607.047,1580.817,1590.713,1161682800,-0.7064782142168324,1587.8529999999998,1562.1541,1570.01515,1396.6449333333335,1271.8202666666666,1242.9357080000002
1999-07-28,1592.452,1609.794,1584.246,1597.199,1070165400,0.40774168564663427,1585.3306,1565.922,1565.4037,1404.6493833333334,1275.4761,1244.1762119999999
1999-07-29,1610.116,1615.749,1585.839,1595.86,874300100,-0.08383426235554214,1594.3566,1570.5744,1567.15735,1412.4433166666668,1279.0886833333332,1245.307612
1999-07-30,1599.938,1605.273,1587.338,1601.459,1456164300,0.35084531224545135,1597.4524,1578.7462,1566.55365,1420.4553333333336,1282.8664833333335,1246.516856
1999-08-02,1607.062,1622.383,1603.369,1616.276,1165873700,0.925218816092066,1600.3013999999998,1592.4662,1568.2765,1429.527816666667,1286.8503666666668,1247.716876
1999-08-03,1622.301,1626.91,1609.124,1626.841,1262796200,0.6536631119932412,1607.527,1597.69,1573.7559,1438.3851333333334,1290.8532666666665,1248.916956
1999-08-04,1630.99,1649.258,1630.99,1649.128,1528651100,1.3699556379511035,1617.9127999999998,1601.6217000000001,1577.7797,1447.5373333333334,1295.087875,1250.225872
1999-08-05,1654.526,1658.69,1641.862,1653.537,1462173900,0.2673534134403299,1629.4482,1611.9024,1581.5572,1456.9485666666665,1299.4117416666668,1251.568236
1999-08-06,1655.306,1656.585,1601.843,1646.593,1921333600,-0.4199482684693501,1638.475,1617.9637,1584.64935,1466.6705000000002,1303.7955916666665,1252.906848
1999-08-09,1650.277,1651.635,1624.721,1628.836,1348022400,-1.0784085684804934,1640.9869999999999,1620.6442,1588.10455,1476.0584833333335,1307.9825250000001,1254.1609839999999
